n_worlds,synthetic_fraction,activity_multiplier,mean_D,ci95_low,ci95_high,ci95_half_width,absolute_difference_from_final_mean
5000,0.1,3.0,0.001616976010574988,0.0006926072744049473,0.0025413447467450287,0.0009243687361700407,0.0003238352716576653
5000,0.1,5.0,0.0006027852868981304,-0.0004600426816412205,0.0016656132554374813,0.0010628279685393508,0.00030067523294197656
5000,0.1,7.5,-0.006497290924697911,-0.007614456634363211,-0.005380125215032612,0.0011171657096652997,0.0003836864575978878
5000,0.1,10.0,-0.01504729467279148,-0.01614110548132799,-0.013953483864254967,0.0010938108085365124,9.372815982748757e-05
5000,0.1,15.0,-0.029969187020528146,-0.030973752326702766,-0.028964621714353527,0.0010045653061746197,8.006626556427213e-05
5000,0.15,1.0,0.0006023857502715323,-0.00013318354974128747,0.001337955050284352,0.0007355693000128198,0.00030508138843212497
5000,0.15,2.0,0.002831520545240337,0.001912391206414309,0.003750649884066365,0.000919129338826028,0.000264572121057773
5000,0.15,3.0,0.0038787999125998902,0.0028442152166404523,0.004913384608559328,0.001034584695959438,0.0004403431510103632
5000,0.15,5.0,-0.0001780602949663757,-0.0012918432246003986,0.0009357226346676473,0.001113782929634023,0.0001800164971587901
5000,0.15,7.5,-0.007137130576523586,-0.008226716063663214,-0.006047545089383958,0.0010895854871396282,1.2714059222096452e-05
5000,0.15,10.0,-0.014132970603810828,-0.015143230313888537,-0.013122710893733118,0.0010102597100777099,0.00014558509898986334
5000,0.15,15.0,-0.02501158561828587,-0.0258750813251152,-0.02414808991145654,0.0008634957068293289,0.0002328948325692609
5000,0.2,1.0,0.0005704340490036373,-0.00024836572129332526,0.0013892338193005997,0.0008187997702969625,0.0004823563789306103
5000,0.2,2.0,0.003653539374870222,0.002665292959051941,0.004641785790688503,0.0009882464158182814,0.00041297797996220657
5000,0.2,3.0,0.0037413092182859912,0.0026646402128328783,0.004817978223739104,0.0010766690054531132,3.592467129147174e-05
